cik,ticker,year_old,year_new,filepath,n_added,n_removed,similarity,added_ratio
55067,K,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/55067_2022_2023.json,194,135,0.1462,0.4619
1158449,AAP,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1158449_2015_2016.json,58,53,0.6424,0.4
1158449,AAP,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1158449_2016_2017.json,41,63,0.104,0.3333
1158449,AAP,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1158449_2017_2018.json,64,54,0.0603,0.4812
1158449,AAP,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1158449_2018_2019.json,49,28,0.4309,0.3182
1158449,AAP,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1158449_2019_2020.json,56,32,0.4046,0.3146
1158449,AAP,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1158449_2020_2021.json,50,37,0.1115,0.2618
1158449,AAP,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1158449_2021_2022.json,78,70,0.2051,0.392
1158449,AAP,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1158449_2022_2023.json,47,53,0.4746,0.2435
1097149,ALGN,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1097149_2015_2016.json,53,57,0.7324,0.1699
1097149,ALGN,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1097149_2016_2017.json,109,73,0.4785,0.3132
1097149,ALGN,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1097149_2017_2018.json,75,82,0.637,0.2199
1097149,ALGN,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1097149_2018_2019.json,101,101,0.1946,0.2962
1097149,ALGN,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1097149_2019_2020.json,205,185,0.1574,0.5679
1097149,ALGN,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1097149_2020_2021.json,284,241,0.1088,0.6843
1097149,ALGN,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1097149_2021_2022.json,387,312,0.0544,0.7898
1097149,ALGN,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1097149_2022_2023.json,332,360,0.0394,0.7345
1048286,MAR,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1048286_2015_2016.json,99,36,0.5213,0.3852
1048286,MAR,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1048286_2016_2017.json,86,94,0.5519,0.3454
1048286,MAR,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1048286_2017_2018.json,153,146,0.3973,0.5977
1048286,MAR,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1048286_2018_2019.json,149,108,0.1202,0.5017
1048286,MAR,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1048286_2019_2020.json,124,133,0.5043,0.4306
1048286,MAR,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1048286_2020_2021.json,190,186,0.1826,0.6507
1048286,MAR,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1048286_2021_2022.json,119,185,0.0399,0.5265
1048286,MAR,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1048286_2022_2023.json,89,108,0.0209,0.43
1126975,MMP,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1126975_2015_2016.json,140,121,0.1037,0.3167
1126975,MMP,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1126975_2016_2017.json,166,137,0.2054,0.3532
1126975,MMP,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1126975_2017_2018.json,143,142,0.2342,0.3036
1126975,MMP,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1126975_2018_2019.json,144,136,0.2899,0.3006
1126975,MMP,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1126975_2019_2020.json,198,213,0.3138,0.4267
1126975,MMP,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1126975_2020_2021.json,179,279,0.0858,0.4918
1126975,MMP,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1126975_2021_2022.json,169,195,0.1843,0.4971
1126975,MMP,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1126975_2022_2023.json,124,123,0.3995,0.3636
4281,HWM,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/4281_2015_2016.json,85,61,0.375,0.3664
4281,HWM,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/4281_2016_2017.json,234,186,0.074,0.8357
4281,HWM,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/4281_2017_2018.json,125,105,0.1959,0.4167
4281,HWM,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/4281_2018_2019.json,126,70,0.6125,0.3539
4281,HWM,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/4281_2019_2020.json,180,166,0.3836,0.4891
4281,HWM,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/4281_2020_2021.json,348,300,0.089,0.8365
4281,HWM,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/4281_2021_2022.json,148,301,0.1158,0.5692
4281,HWM,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/4281_2022_2023.json,93,149,0.0986,0.4559
1034054,SBAC,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1034054_2015_2016.json,81,73,0.6621,0.3202
1034054,SBAC,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1034054_2016_2017.json,214,101,0.3583,0.5847
1034054,SBAC,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1034054_2017_2018.json,114,104,0.6216,0.3032
1034054,SBAC,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1034054_2018_2019.json,134,141,0.5314,0.3631
315852,RRC,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/315852_2015_2016.json,200,142,0.2138,0.5181
315852,RRC,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/315852_2016_2017.json,117,80,0.4055,0.2766
315852,RRC,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/315852_2017_2018.json,139,92,0.2509,0.2964
315852,RRC,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/315852_2018_2019.json,140,141,0.191,0.2985
315852,RRC,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/315852_2019_2020.json,177,132,0.274,0.3444
315852,RRC,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/315852_2020_2021.json,232,414,0.0568,0.6988
315852,RRC,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/315852_2021_2022.json,94,114,0.4038,0.3013
315852,RRC,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/315852_2022_2023.json,80,76,0.4016,0.2532
907254,CBL,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/907254_2015_2016.json,34,34,0.8962,0.1429
907254,CBL,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/907254_2016_2017.json,39,37,0.8437,0.1625
907254,CBL,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/907254_2017_2018.json,58,41,0.7681,0.2257
907254,CBL,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/907254_2018_2019.json,50,53,0.5743,0.1969
907254,CBL,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/907254_2019_2020.json,62,36,0.6496,0.2214
907254,CBL,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/907254_2020_2021.json,70,54,0.4229,0.2365
907254,CBL,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/907254_2021_2022.json,75,66,0.4285,0.2459
907254,CBL,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/907254_2022_2023.json,50,70,0.014,0.1754
47217,HPQ,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/47217_2015_2016.json,123,124,0.0727,0.3162
47217,HPQ,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/47217_2016_2017.json,68,78,0.558,0.1794
47217,HPQ,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/47217_2017_2018.json,106,107,0.4443,0.2804
47217,HPQ,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/47217_2018_2019.json,111,79,0.1508,0.2707
47217,HPQ,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/47217_2019_2020.json,226,203,0.1949,0.5219
47217,HPQ,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/47217_2020_2021.json,253,273,0.1924,0.6141
47217,HPQ,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/47217_2021_2022.json,182,219,0.1009,0.4853
47217,HPQ,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/47217_2022_2023.json,182,146,0.3001,0.4428
877890,CTXS,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/877890_2015_2016.json,131,112,0.5274,0.3267
877890,CTXS,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/877890_2016_2017.json,98,141,0.4878,0.2737
877890,CTXS,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/877890_2017_2018.json,205,172,0.4346,0.5243
877890,CTXS,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/877890_2018_2019.json,107,140,0.542,0.2989
877890,CTXS,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/877890_2019_2020.json,183,145,0.2137,0.4621
877890,CTXS,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/877890_2020_2021.json,163,125,0.1741,0.3756
877890,CTXS,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/877890_2021_2022.json,150,121,0.4364,0.324
875045,BIIB,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/875045_2015_2016.json,118,86,0.4425,0.4609
875045,BIIB,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/875045_2016_2017.json,105,77,0.4089,0.3697
875045,BIIB,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/875045_2017_2018.json,108,94,0.2193,0.3624
875045,BIIB,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/875045_2018_2019.json,114,114,0.2565,0.3826
875045,BIIB,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/875045_2019_2020.json,134,101,0.5683,0.4048
875045,BIIB,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/875045_2020_2021.json,189,192,0.2242,0.5762
875045,BIIB,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/875045_2021_2022.json,142,143,0.0841,0.4343
875045,BIIB,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/875045_2022_2023.json,78,77,0.3945,0.2378
60667,LOW,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/60667_2015_2016.json,99,54,0.2191,0.6781
60667,LOW,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/60667_2016_2017.json,59,65,0.3804,0.4214
60667,LOW,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/60667_2017_2018.json,52,29,0.2898,0.319
60667,LOW,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/60667_2018_2019.json,58,36,0.0211,0.3135
60667,LOW,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/60667_2019_2020.json,48,59,0.5954,0.2759
60667,LOW,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/60667_2020_2021.json,61,51,0.1318,0.3333
60667,LOW,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/60667_2021_2022.json,115,81,0.2467,0.53
60667,LOW,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/60667_2022_2023.json,92,87,0.3079,0.4144
811156,CMS,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/811156_2015_2016.json,70,85,0.6069,0.3097
811156,CMS,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/811156_2016_2017.json,49,50,0.6885,0.2178
811156,CMS,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/811156_2017_2018.json,65,53,0.6467,0.2743
811156,CMS,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/811156_2018_2019.json,60,57,0.7972,0.25
811156,CMS,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/811156_2019_2020.json,57,78,0.4933,0.2603
811156,CMS,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/811156_2020_2021.json,93,124,0.287,0.4947
811156,CMS,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/811156_2021_2022.json,67,60,0.6612,0.3436
811156,CMS,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/811156_2022_2023.json,41,41,0.7236,0.2103
12927,ADP,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/12927_2015_2016.json,40,39,0.8998,0.1747
12927,ADP,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/12927_2016_2017.json,40,41,0.7523,0.1754
12927,ADP,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/12927_2017_2018.json,48,49,0.7431,0.2115
12927,ADP,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/12927_2018_2019.json,47,41,0.7778,0.2017
12927,ADP,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/12927_2019_2020.json,85,55,0.6097,0.3232
12927,ADP,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/12927_2020_2021.json,150,89,0.1824,0.463
12927,ADP,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/12927_2021_2022.json,137,119,0.2765,0.4006
12927,ADP,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/12927_2022_2023.json,121,173,0.1289,0.4172
92380,LUV,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/92380_2015_2016.json,86,82,0.343,0.4599
92380,LUV,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/92380_2016_2017.json,46,101,0.4054,0.3485
92380,LUV,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/92380_2017_2018.json,97,92,0.1844,0.708
92380,LUV,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/92380_2018_2019.json,64,56,0.161,0.4414
92380,LUV,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/92380_2019_2020.json,99,55,0.2355,0.5238
92380,LUV,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/92380_2020_2021.json,163,89,0.1399,0.6198
92380,LUV,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/92380_2021_2022.json,112,108,0.138,0.4195
92380,LUV,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/92380_2022_2023.json,200,133,0.1433,0.5848
89089,SHW,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/89089_2015_2016.json,52,56,0.099,0.3377
89089,SHW,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/89089_2016_2017.json,43,37,0.2122,0.2687
89089,SHW,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/89089_2017_2018.json,59,35,0.3707,0.3207
89089,SHW,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/89089_2018_2019.json,33,35,0.1699,0.1833
89089,SHW,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/89089_2019_2020.json,45,48,0.233,0.2542
89089,SHW,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/89089_2020_2021.json,34,28,0.4232,0.1858
89089,SHW,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/89089_2021_2022.json,20,20,0.2151,0.1093
89089,SHW,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/89089_2022_2023.json,40,28,0.6662,0.2051
1045609,PLD,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1045609_2015_2016.json,113,118,0.2121,0.5407
1045609,PLD,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1045609_2016_2017.json,48,45,0.8787,0.2264
1045609,PLD,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1045609_2017_2018.json,42,40,0.842,0.1963
1045609,PLD,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1045609_2018_2019.json,61,57,0.7154,0.2798
1045609,PLD,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1045609_2019_2020.json,84,60,0.0206,0.3471
1045609,PLD,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1045609_2020_2021.json,66,51,0.4209,0.2568
1045609,PLD,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1045609_2021_2022.json,62,57,0.6986,0.2366
1045609,PLD,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1045609_2022_2023.json,33,48,0.85,0.1336
875320,VRTX,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/875320_2015_2016.json,153,121,0.0419,0.3078
875320,VRTX,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/875320_2016_2017.json,160,151,0.2984,0.315
875320,VRTX,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/875320_2017_2018.json,163,145,0.0651,0.3111
875320,VRTX,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/875320_2018_2019.json,182,196,0.4946,0.3569
875320,VRTX,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/875320_2019_2020.json,170,171,0.3713,0.334
875320,VRTX,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/875320_2020_2021.json,323,200,0.3089,0.4962
875320,VRTX,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/875320_2021_2022.json,353,287,0.3881,0.493
875320,VRTX,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/875320_2022_2023.json,235,195,0.621,0.3108
1000230,VIAVI,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1000230_2016_2017.json,1,1,0.998,1.0
1000230,VIAVI,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1000230_2017_2018.json,1,1,0.998,1.0
1000230,VIAVI,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1000230_2020_2021.json,1,1,0.998,1.0
1000230,VIAVI,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1000230_2021_2022.json,1,1,0.998,1.0
1000230,VIAVI,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1000230_2022_2023.json,1,1,0.998,1.0
718877,ATVI,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/718877_2015_2016.json,270,216,0.1632,0.5
718877,ATVI,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/718877_2016_2017.json,226,396,0.0683,0.6108
718877,ATVI,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/718877_2017_2018.json,119,99,0.2666,0.3051
718877,ATVI,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/718877_2018_2019.json,218,190,0.1423,0.5215
718877,ATVI,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/718877_2019_2020.json,187,165,0.0969,0.425
718877,ATVI,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/718877_2020_2021.json,157,262,0.1112,0.4673
718877,ATVI,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/718877_2021_2022.json,229,120,0.2574,0.5146
718877,ATVI,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/718877_2022_2023.json,165,144,0.418,0.3541
36270,MTB,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/36270_2015_2016.json,39,40,0.3305,0.1912
36270,MTB,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/36270_2021_2022.json,205,122,0.6012,0.4184
36270,MTB,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/36270_2022_2023.json,183,242,0.0095,0.4246
789019,MSFT,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/789019_2015_2016.json,58,1406,0.0897,0.2007
789019,MSFT,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/789019_2020_2021.json,95,71,0.6442,0.2295
789019,MSFT,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/789019_2021_2022.json,81,78,0.791,0.1942
16875,CP,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/16875_2016_2017.json,23,23,0.8311,0.2255
16875,CP,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/16875_2017_2018.json,28,28,0.9279,0.2745
16875,CP,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/16875_2018_2019.json,27,28,0.7052,0.2673
16875,CP,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/16875_2019_2020.json,22,23,0.4351,0.22
16875,CP,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/16875_2020_2021.json,28,15,0.1765,0.2478
16875,CP,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/16875_2021_2022.json,126,29,0.2386,0.6
16875,CP,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/16875_2022_2023.json,87,104,0.0231,0.4508
109380,ZION,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/109380_2015_2016.json,123,99,0.1744,0.6089
109380,ZION,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/109380_2016_2017.json,61,54,0.5731,0.2919
109380,ZION,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/109380_2017_2018.json,50,55,0.522,0.2451
109380,ZION,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/109380_2018_2019.json,154,131,0.3314,0.6784
109380,ZION,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/109380_2019_2020.json,96,86,0.4949,0.4051
109380,ZION,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/109380_2020_2021.json,208,173,0.1643,0.7647
109380,ZION,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/109380_2021_2022.json,136,197,0.0723,0.6445
109380,ZION,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/109380_2022_2023.json,108,98,0.4177,0.4887
97476,TXN,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/97476_2015_2016.json,61,57,0.2035,0.442
97476,TXN,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/97476_2016_2017.json,41,48,0.4527,0.313
97476,TXN,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/97476_2017_2018.json,35,31,0.5504,0.2593
97476,TXN,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/97476_2018_2019.json,30,29,0.4782,0.2206
97476,TXN,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/97476_2019_2020.json,34,38,0.4842,0.2576
97476,TXN,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/97476_2020_2021.json,40,37,0.3505,0.2963
97476,TXN,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/97476_2021_2022.json,34,34,0.4956,0.2519
97476,TXN,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/97476_2022_2023.json,24,25,0.3484,0.1791
927066,DVA,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/927066_2015_2016.json,275,192,0.2786,0.4142
927066,DVA,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/927066_2016_2017.json,394,442,0.0837,0.6417
927066,DVA,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/927066_2017_2018.json,410,308,0.5167,0.5726
927066,DVA,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/927066_2018_2019.json,487,445,0.4196,0.6425
927066,DVA,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/927066_2019_2020.json,349,579,0.0769,0.6597
927066,DVA,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/927066_2020_2021.json,301,288,0.1415,0.5564
927066,DVA,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/927066_2021_2022.json,297,271,0.1509,0.5238
927066,DVA,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/927066_2022_2023.json,243,244,0.0445,0.4293
764478,BBY,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/764478_2015_2016.json,144,144,0.1159,0.731
764478,BBY,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/764478_2016_2017.json,86,82,0.5437,0.4279
764478,BBY,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/764478_2017_2018.json,106,95,0.5835,0.5
764478,BBY,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/764478_2018_2019.json,89,88,0.1176,0.4159
764478,BBY,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/764478_2019_2020.json,86,98,0.2278,0.4279
764478,BBY,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/764478_2020_2021.json,102,75,0.0683,0.4454
49648,IDA,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/49648_2015_2016.json,122,150,0.1768,0.5701
49648,IDA,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/49648_2016_2017.json,94,60,0.7129,0.379
49648,IDA,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/49648_2017_2018.json,98,84,0.3701,0.374
49648,IDA,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/49648_2018_2019.json,112,89,0.0449,0.393
49648,IDA,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/49648_2019_2020.json,123,92,0.0202,0.3892
49648,IDA,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/49648_2020_2021.json,116,96,0.1179,0.3452
49648,IDA,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/49648_2021_2022.json,138,119,0.1358,0.3887
49648,IDA,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/49648_2022_2023.json,93,113,0.046,0.2776
7332,SWN,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/7332_2015_2016.json,232,175,0.0409,0.917
7332,SWN,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/7332_2016_2017.json,133,125,0.2296,0.5096
7332,SWN,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/7332_2017_2018.json,92,81,0.41,0.3382
7332,SWN,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/7332_2020_2021.json,74,59,0.2265,0.2426
7332,SWN,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/7332_2021_2022.json,162,97,0.2142,0.439
7332,SWN,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/7332_2022_2023.json,118,93,0.3775,0.2995
28823,DEO,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/28823_2015_2016.json,183,75,0.3589,0.5495
28823,DEO,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/28823_2016_2017.json,111,122,0.4369,0.3447
28823,DEO,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/28823_2017_2018.json,83,81,0.4589,0.2562
28823,DEO,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/28823_2018_2019.json,259,262,0.115,0.8094
28823,DEO,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/28823_2019_2020.json,97,101,0.3277,0.307
28823,DEO,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/28823_2020_2021.json,185,179,0.1278,0.5745
28823,DEO,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/28823_2021_2022.json,91,70,0.4228,0.2653
28823,DEO,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/28823_2022_2023.json,144,68,0.5845,0.3437
884887,RCL,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/884887_2015_2016.json,81,64,0.2677,0.3894
884887,RCL,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/884887_2016_2017.json,111,84,0.4109,0.4723
884887,RCL,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/884887_2017_2018.json,74,64,0.1844,0.302
884887,RCL,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/884887_2018_2019.json,73,55,0.3843,0.2776
884887,RCL,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/884887_2019_2020.json,100,81,0.4936,0.3546
